longitude,latitude,housing_median_age,rooms,population,households,median_income,ocean_proximity,median_house_value
-122.22,37.78,50,"{total_rooms: 1776, total_bedrooms: 473 }",1807,440,1.7276,NEAR BAY,102300
-122.22,37.78,44,"{total_rooms: 1678, total_bedrooms: 514 }",1700,495,2.0801,NEAR BAY,131900
-122.22,37.78,51,"{total_rooms: 1637, total_bedrooms: 463 }",1543,393,2.489,NEAR BAY,119100
-122.21,37.76,52,"{total_rooms: 1420, total_bedrooms: 314 }",1085,300,1.7546,NEAR BAY,80600
-122.21,37.77,52,"{total_rooms: 591, total_bedrooms: 173 }",353,137,4.0904,NEAR BAY,80600
-122.21,37.77,52,"{total_rooms: 745, total_bedrooms: 153 }",473,149,2.6765,NEAR BAY,88800
-122.2,37.77,49,"{total_rooms: 2272, total_bedrooms: 498 }",1621,483,2.4338,NEAR BAY,102400
-122.21,37.77,46,"{total_rooms: 1234, total_bedrooms: 375 }",1183,354,2.3309,NEAR BAY,98700
-122.21,37.77,43,"{total_rooms: 1017, total_bedrooms: 328 }",836,277,2.2604,NEAR BAY,100000
-122.19,37.77,42,"{total_rooms: 932, total_bedrooms: 254 }",900,263,1.8039,NEAR BAY,92300
-122.2,37.77,39,"{total_rooms: 2689, total_bedrooms: 597 }",1888,537,2.2562,NEAR BAY,94800
-122.2,37.77,41,"{total_rooms: 1547, total_bedrooms: 415 }",1024,341,2.0562,NEAR BAY,102000
-122.2,37.78,52,"{total_rooms: 2300, total_bedrooms: 443 }",1225,423,3.5398,NEAR BAY,158400
-122.2,37.78,39,"{total_rooms: 1752, total_bedrooms: 399 }",1071,376,3.1167,NEAR BAY,121600
-122.2,37.78,50,"{total_rooms: 1867, total_bedrooms: 403 }",1128,378,2.5401,NEAR BAY,129100
-122.2,37.77,43,"{total_rooms: 2430, total_bedrooms: 502 }",1537,484,2.898,NEAR BAY,121400
-122.21,37.78,44,"{total_rooms: 1729, total_bedrooms: 414 }",1240,393,2.3125,NEAR BAY,102800
-122.19,37.78,52,"{total_rooms: 1026, total_bedrooms: 180 }",469,168,2.875,NEAR BAY,160000
-122.19,37.77,52,"{total_rooms: 2170, total_bedrooms: 428 }",1086,425,3.3715,NEAR BAY,143900
-122.19,37.77,52,"{total_rooms: 2329, total_bedrooms: 445 }",1144,417,3.5114,NEAR BAY,151200
-122.19,37.78,52,"{total_rooms: 2492, total_bedrooms: 415 }",1109,375,4.3125,NEAR BAY,164400
-122.19,37.78,52,"{total_rooms: 2198, total_bedrooms: 397 }",984,369,3.22,NEAR BAY,156500
-122.18,37.78,33,"{total_rooms: 142, total_bedrooms: 31 }",575,47,3.875,NEAR BAY,225000
-122.19,37.78,49,"{total_rooms: 1183, total_bedrooms: 205 }",496,209,5.2328,NEAR BAY,174200
-122.19,37.78,52,"{total_rooms: 1070, total_bedrooms: 193 }",555,190,3.7262,NEAR BAY,166900
-122.2,37.78,45,"{total_rooms: 1766, total_bedrooms: 332 }",869,327,4.5893,NEAR BAY,163500
-122.18,37.79,39,"{total_rooms: 617, total_bedrooms: 95 }",236,106,5.2578,NEAR BAY,253000
-122.18,37.79,41,"{total_rooms: 1411, total_bedrooms: 233 }",626,214,7.0875,NEAR BAY,240700
-122.18,37.79,46,"{total_rooms: 2109, total_bedrooms: 387 }",922,329,3.9712,NEAR BAY,208100
-122.19,37.79,47,"{total_rooms: 1229, total_bedrooms: 243 }",582,256,2.9514,NEAR BAY,198100
-122.19,37.79,50,"{total_rooms: 954, total_bedrooms: 217 }",546,201,2.6667,NEAR BAY,172800
-122.18,37.81,37,"{total_rooms: 1643, total_bedrooms: 262 }",620,266,5.4446,NEAR BAY,336700
-122.18,37.8,34,"{total_rooms: 1355, total_bedrooms: 195 }",442,195,6.2838,NEAR BAY,318200
-122.18,37.8,23,"{total_rooms: 2317, total_bedrooms: 336 }",955,328,6.7527,NEAR BAY,285800
-122.13,37.77,24,"{total_rooms: 2459, total_bedrooms: 317 }",916,324,7.0712,NEAR BAY,293000
-122.16,37.79,22,"{total_rooms: 12842, total_bedrooms: 2048 }",4985,1967,5.9849,NEAR BAY,371000
-122.17,37.78,42,"{total_rooms: 1524, total_bedrooms: 260 }",651,267,3.6875,NEAR BAY,157300
-122.17,37.77,30,"{total_rooms: 3326, total_bedrooms: 746 }",1704,703,2.875,NEAR BAY,135300
-122.18,37.78,43,"{total_rooms: 1985, total_bedrooms: 440 }",1085,407,3.4205,NEAR BAY,136700
-122.18,37.78,50,"{total_rooms: 1642, total_bedrooms: 322 }",713,284,3.2984,NEAR BAY,160700
-122.17,37.78,49,"{total_rooms: 893, total_bedrooms: 177 }",468,181,3.875,NEAR BAY,140600
-122.17,37.78,52,"{total_rooms: 653, total_bedrooms: 128 }",296,121,4.175,NEAR BAY,144000
-122.16,37.77,47,"{total_rooms: 1256, total_bedrooms:  }",570,218,4.375,NEAR BAY,161900
-122.16,37.77,48,"{total_rooms: 977, total_bedrooms: 194 }",446,180,4.7708,NEAR BAY,156300
-122.16,37.77,45,"{total_rooms: 2324, total_bedrooms: 397 }",968,384,3.5739,NEAR BAY,176000
-122.16,37.77,39,"{total_rooms: 1583, total_bedrooms: 349 }",857,316,3.0958,NEAR BAY,145800
-122.17,37.77,39,"{total_rooms: 1612, total_bedrooms: 342 }",912,322,3.3958,NEAR BAY,141900
-122.17,37.77,31,"{total_rooms: 2424, total_bedrooms: 533 }",1360,452,1.871,NEAR BAY,90700
-122.17,37.76,41,"{total_rooms: 1594, total_bedrooms: 367 }",1074,355,1.9356,NEAR BAY,90600
-122.17,37.76,47,"{total_rooms: 2118, total_bedrooms: 413 }",965,382,2.1842,NEAR BAY,107900
-122.18,37.76,37,"{total_rooms: 1575, total_bedrooms: 358 }",933,320,2.2917,NEAR BAY,107000
-122.17,37.76,38,"{total_rooms: 1764, total_bedrooms: 397 }",987,354,2.4333,NEAR BAY,98200
-122.18,37.76,50,"{total_rooms: 1187, total_bedrooms: 261 }",907,246,1.9479,NEAR BAY,89500
-122.18,37.76,52,"{total_rooms: 754, total_bedrooms: 175 }",447,165,3.9063,NEAR BAY,93800
-122.18,37.76,49,"{total_rooms: 2308, total_bedrooms: 452 }",1299,451,1.8407,NEAR BAY,96700
-122.18,37.77,27,"{total_rooms: 909, total_bedrooms: 236 }",396,157,2.0786,NEAR BAY,97500
-122.18,37.77,42,"{total_rooms: 1180, total_bedrooms: 257 }",877,268,2.8125,NEAR BAY,97300
-122.18,37.76,43,"{total_rooms: 2018, total_bedrooms: 408 }",1111,367,1.8913,NEAR BAY,91200
-122.19,37.76,49,"{total_rooms: 1368, total_bedrooms: 282 }",790,269,1.7056,NEAR BAY,91400
-122.18,37.77,52,"{total_rooms: 2744, total_bedrooms: 547 }",1479,554,2.2768,NEAR BAY,96200
-122.18,37.77,51,"{total_rooms: 2107, total_bedrooms: 471 }",1173,438,3.2552,NEAR BAY,120100
-122.18,37.77,52,"{total_rooms: 1748, total_bedrooms: 362 }",1029,366,2.0556,NEAR BAY,100000
-122.19,37.76,52,"{total_rooms: 2024, total_bedrooms: 391 }",1030,350,2.4659,NEAR BAY,94700
-122.2,37.76,47,"{total_rooms: 1116, total_bedrooms: 259 }",826,279,1.75,NEAR BAY,85700
-122.19,37.77,41,"{total_rooms: 2036, total_bedrooms: 510 }",1412,454,2.0469,NEAR BAY,89300
-122.19,37.77,45,"{total_rooms: 1852, total_bedrooms: 393 }",1132,349,2.7159,NEAR BAY,101400
-122.19,37.76,41,"{total_rooms: 921, total_bedrooms: 207 }",522,159,1.2083,NEAR BAY,72500
-122.19,37.76,45,"{total_rooms: 995, total_bedrooms: 238 }",630,237,1.925,NEAR BAY,74100
-122.2,37.75,36,"{total_rooms: 606, total_bedrooms: 132 }",531,133,1.5809,NEAR BAY,70000
-122.2,37.76,37,"{total_rooms: 2680, total_bedrooms: 736 }",1925,667,1.4097,NEAR BAY,84600
-122.19,37.76,38,"{total_rooms: 1493, total_bedrooms: 370 }",1144,351,0.7683,NEAR BAY,81800
-122.19,37.75,19,"{total_rooms: 2207, total_bedrooms: 565 }",1481,520,1.3194,NEAR BAY,81400
-122.19,37.75,28,"{total_rooms: 856, total_bedrooms: 189 }",435,162,0.8012,NEAR BAY,81800
-122.19,37.76,26,"{total_rooms: 1293, total_bedrooms: 297 }",984,303,1.9479,NEAR BAY,85800
-122.19,37.74,36,"{total_rooms: 847, total_bedrooms: 212 }",567,159,1.1765,NEAR BAY,87100
-122.18,37.74,42,"{total_rooms: 541, total_bedrooms: 154 }",380,123,2.3456,NEAR BAY,83500
-122.19,37.73,44,"{total_rooms: 1066, total_bedrooms: 253 }",825,244,2.1538,NEAR BAY,79700
-122.19,37.74,43,"{total_rooms: 707, total_bedrooms: 147 }",417,155,2.5139,NEAR BAY,83400
-122.19,37.73,45,"{total_rooms: 1528, total_bedrooms: 291 }",801,287,1.2625,NEAR BAY,84700
-122.18,37.73,42,"{total_rooms: 909, total_bedrooms: 215 }",646,198,2.9063,NEAR BAY,80000
-122.18,37.73,43,"{total_rooms: 1391, total_bedrooms: 293 }",855,285,2.5192,NEAR BAY,76400
-122.18,37.73,44,"{total_rooms: 548, total_bedrooms: 119 }",435,136,2.1111,NEAR BAY,79700
-122.18,37.73,42,"{total_rooms: 4074, total_bedrooms: 874 }",2736,780,2.455,NEAR BAY,82400
-122.17,37.74,41,"{total_rooms: 1613, total_bedrooms: 445 }",1481,414,2.4028,NEAR BAY,97700
-122.17,37.74,47,"{total_rooms: 463, total_bedrooms: 134 }",327,137,2.15,NEAR BAY,97200
-122.17,37.74,43,"{total_rooms: 818, total_bedrooms: 193 }",494,179,2.4776,NEAR BAY,101600
-122.17,37.73,43,"{total_rooms: 1473, total_bedrooms: 371 }",1231,341,2.1587,NEAR BAY,86500
-122.18,37.74,35,"{total_rooms: 504, total_bedrooms: 126 }",323,109,1.8438,NEAR BAY,90500
-122.17,37.74,46,"{total_rooms: 1026, total_bedrooms: 226 }",749,225,3.0298,NEAR BAY,107600
-122.17,37.74,46,"{total_rooms: 769, total_bedrooms: 183 }",693,178,2.25,NEAR BAY,84200
-122.18,37.74,46,"{total_rooms: 2103, total_bedrooms: 391 }",1339,354,2.2467,NEAR BAY,88900
-122.18,37.75,45,"{total_rooms: 330, total_bedrooms: 76 }",282,80,4.0469,NEAR BAY,80700
-122.18,37.75,46,"{total_rooms: 941, total_bedrooms: 218 }",621,195,1.325,NEAR BAY,87100
-122.17,37.75,38,"{total_rooms: 992, total_bedrooms:  }",732,259,1.6196,NEAR BAY,85100
-122.18,37.75,45,"{total_rooms: 990, total_bedrooms: 261 }",901,260,2.1731,NEAR BAY,82000
-122.19,37.75,36,"{total_rooms: 1126, total_bedrooms: 263 }",482,150,1.9167,NEAR BAY,82800
-122.18,37.75,43,"{total_rooms: 1036, total_bedrooms: 233 }",652,213,2.069,NEAR BAY,84600
-122.18,37.75,36,"{total_rooms: 1047, total_bedrooms: 214 }",651,166,1.712,NEAR BAY,82100
-122.17,37.76,33,"{total_rooms: 1280, total_bedrooms: 307 }",999,286,2.5625,NEAR BAY,89300
-122.17,37.75,43,"{total_rooms: 1587, total_bedrooms: 320 }",907,306,1.9821,NEAR BAY,98300
-122.17,37.75,41,"{total_rooms: 1257, total_bedrooms: 271 }",828,230,2.5043,NEAR BAY,92300
-122.17,37.75,44,"{total_rooms: 1218, total_bedrooms: 248 }",763,254,2.3281,NEAR BAY,88800
-122.17,37.75,48,"{total_rooms: 1751, total_bedrooms: 390 }",935,349,1.4375,NEAR BAY,90000
-122.16,37.76,45,"{total_rooms: 2299, total_bedrooms: 514 }",1437,484,2.5122,NEAR BAY,95500
-122.16,37.75,38,"{total_rooms: 2457, total_bedrooms: 624 }",1516,482,1.5625,NEAR BAY,91700
-122.17,37.75,47,"{total_rooms: 998, total_bedrooms: 211 }",597,185,3.1587,NEAR BAY,100400
-122.17,37.76,40,"{total_rooms: 1685, total_bedrooms: 343 }",949,342,1.8426,NEAR BAY,94800
-122.16,37.76,46,"{total_rooms: 1827, total_bedrooms: 307 }",881,302,4.6696,NEAR BAY,164300
-122.16,37.76,36,"{total_rooms: 2781, total_bedrooms: 574 }",1438,519,2.4598,NEAR BAY,155500
-122.15,37.76,39,"{total_rooms: 1823, total_bedrooms: 286 }",763,270,6.0749,NEAR BAY,196900
-122.14,37.77,27,"{total_rooms: 2229, total_bedrooms: 365 }",1297,355,4.8304,NEAR BAY,279100
-122.14,37.76,34,"{total_rooms: 1513, total_bedrooms: 231 }",545,211,5.5701,NEAR BAY,252800
-122.13,37.76,26,"{total_rooms: 3266, total_bedrooms: 491 }",1222,533,5.37,NEAR BAY,275400
-122.12,37.75,33,"{total_rooms: 1809, total_bedrooms: 261 }",808,219,6.86,NEAR BAY,250000
-122.12,37.75,28,"{total_rooms: 794, total_bedrooms: 111 }",329,109,7.6923,NEAR BAY,329800
-122.14,37.75,36,"{total_rooms: 690, total_bedrooms: 105 }",299,109,4.0313,NEAR BAY,195500
-122.14,37.75,33,"{total_rooms: 1334, total_bedrooms: 200 }",579,202,6.8323,NEAR BAY,255900
-122.13,37.75,30,"{total_rooms: 414, total_bedrooms: 54 }",137,50,4.975,NEAR BAY,311100
-122.13,37.75,36,"{total_rooms: 768, total_bedrooms: 93 }",229,93,5.3602,NEAR BAY,330000
-122.13,37.74,41,"{total_rooms: 4400, total_bedrooms: 666 }",1476,648,5,NEAR BAY,248900
-122.16,37.75,46,"{total_rooms: 954, total_bedrooms: 161 }",429,154,2.925,NEAR BAY,142900
-122.15,37.75,40,"{total_rooms: 1445, total_bedrooms: 256 }",849,255,3.8913,NEAR BAY,126300
-122.15,37.75,44,"{total_rooms: 1938, total_bedrooms: 399 }",946,331,3.225,NEAR BAY,135800
-122.15,37.74,41,"{total_rooms: 856, total_bedrooms: 178 }",571,191,3.1458,NEAR BAY,130600
-122.16,37.75,24,"{total_rooms: 1790, total_bedrooms: 454 }",1137,386,2.537,NEAR BAY,107900
-122.16,37.75,44,"{total_rooms: 617, total_bedrooms: 131 }",378,135,2.5568,NEAR BAY,111100
-122.15,37.74,43,"{total_rooms: 1383, total_bedrooms: 275 }",853,272,3.5083,NEAR BAY,122000
-122.15,37.74,49,"{total_rooms: 1325, total_bedrooms: 277 }",764,282,3.3125,NEAR BAY,118000
-122.16,37.75,40,"{total_rooms: 1227, total_bedrooms: 294 }",928,261,1.8235,NEAR BAY,95200
-122.16,37.75,35,"{total_rooms: 667, total_bedrooms: 140 }",406,133,3.8047,NEAR BAY,94300
-122.17,37.74,34,"{total_rooms: 1223, total_bedrooms: 281 }",824,280,2.2917,NEAR BAY,92500
-122.17,37.75,37,"{total_rooms: 1379, total_bedrooms: 287 }",835,259,2.4962,NEAR BAY,91800
-122.16,37.74,43,"{total_rooms: 1534, total_bedrooms: 300 }",826,295,4.0417,NEAR BAY,109400
-122.16,37.74,46,"{total_rooms: 1029, total_bedrooms: 181 }",567,211,3.4844,NEAR BAY,129500
-122.16,37.74,52,"{total_rooms: 771, total_bedrooms: 147 }",355,144,4.1458,NEAR BAY,143400
-122.16,37.74,47,"{total_rooms: 824, total_bedrooms: 223 }",533,166,2.625,NEAR BAY,98200
-122.16,37.74,44,"{total_rooms: 1097, total_bedrooms: 239 }",609,215,2.0227,NEAR BAY,103100
-122.29,37.9,49,"{total_rooms: 1283, total_bedrooms: 238 }",576,236,3.3333,NEAR BAY,276800
-122.29,37.9,52,"{total_rooms: 1604, total_bedrooms: 263 }",594,286,5.338,NEAR BAY,270900
-122.29,37.89,52,"{total_rooms: 2248, total_bedrooms: 422 }",870,377,3.4732,NEAR BAY,246200
-122.3,37.9,38,"{total_rooms: 2263, total_bedrooms: 522 }",1027,509,3.5125,NEAR BAY,224200
-122.29,37.89,52,"{total_rooms: 1571, total_bedrooms: 349 }",693,326,3.1375,NEAR BAY,229100
-122.3,37.89,46,"{total_rooms: 1520, total_bedrooms: 402 }",815,375,2.8036,NEAR BAY,211600
-122.3,37.9,15,"{total_rooms: 5083, total_bedrooms: 1212 }",2420,1146,4.5824,NEAR BAY,256100
-122.3,37.89,36,"{total_rooms: 1077, total_bedrooms: 293 }",518,276,3.0208,NEAR BAY,206300
-122.3,37.89,52,"{total_rooms: 1248, total_bedrooms: 283 }",620,275,4.0875,NEAR BAY,221300
-122.33,37.89,42,"{total_rooms: 1342, total_bedrooms: 291 }",551,266,4.5268,NEAR BAY,207400
-122.34,37.88,37,"{total_rooms: 3061, total_bedrooms: 930 }",2556,924,1.7375,NEAR BAY,350000
-122.29,37.89,52,"{total_rooms: 3171, total_bedrooms: 698 }",1498,696,3.1795,NEAR BAY,218200
-122.29,37.88,50,"{total_rooms: 1211, total_bedrooms: 261 }",523,227,3.8672,NEAR BAY,216700
-122.29,37.89,52,"{total_rooms: 979, total_bedrooms: 175 }",374,153,5.1675,NEAR BAY,270600
-122.29,37.89,52,"{total_rooms: 2269, total_bedrooms: 380 }",1004,371,5.1696,NEAR BAY,261400
-122.28,37.88,52,"{total_rooms: 1844, total_bedrooms: 332 }",769,334,4.2614,NEAR BAY,261300
-122.29,37.89,52,"{total_rooms: 2178, total_bedrooms: 421 }",940,423,5.0551,NEAR BAY,232200
-122.27,37.9,42,"{total_rooms: 1650, total_bedrooms: 274 }",645,256,5.6228,NEAR BAY,375400
-122.26,37.9,52,"{total_rooms: 1927, total_bedrooms: 279 }",705,288,7.8864,NEAR BAY,357300
-122.27,37.9,52,"{total_rooms: 2079, total_bedrooms: 273 }",684,275,7.9556,NEAR BAY,374400
-122.27,37.9,52,"{total_rooms: 1803, total_bedrooms: 240 }",572,236,6.174,NEAR BAY,358800
-122.27,37.9,52,"{total_rooms: 2041, total_bedrooms: 270 }",671,253,6.9414,NEAR BAY,417500
-122.27,37.89,52,"{total_rooms: 3046, total_bedrooms: 373 }",975,365,8.8342,NEAR BAY,430500
-122.28,37.9,52,"{total_rooms: 2318, total_bedrooms: 328 }",779,312,7.1754,NEAR BAY,362900
-122.28,37.9,52,"{total_rooms: 2003, total_bedrooms: 250 }",658,244,10.0825,NEAR BAY,397000
-122.28,37.9,52,"{total_rooms: 2261, total_bedrooms: 328 }",819,335,4.9083,NEAR BAY,346800
-122.28,37.89,52,"{total_rooms: 1225, total_bedrooms: 169 }",412,168,5.7912,NEAR BAY,327100
-122.28,37.89,52,"{total_rooms: 2315, total_bedrooms: 408 }",835,369,4.5893,NEAR BAY,290100
-122.28,37.89,52,"{total_rooms: 2070, total_bedrooms: 329 }",722,306,5.4171,NEAR BAY,292000
-122.28,37.89,52,"{total_rooms: 2616, total_bedrooms: 473 }",1085,487,4.125,NEAR BAY,270900
-122.27,37.89,52,"{total_rooms: 2640, total_bedrooms: 366 }",973,355,7.266,NEAR BAY,371100
-122.27,37.89,52,"{total_rooms: 1978, total_bedrooms: 293 }",723,272,5.3989,NEAR BAY,335600
-122.26,37.9,37,"{total_rooms: 2220, total_bedrooms: 335 }",903,362,7.8336,NEAR BAY,371300
-122.25,37.89,41,"{total_rooms: 1125, total_bedrooms: 195 }",356,181,6.1593,NEAR BAY,344000
-122.26,37.89,52,"{total_rooms: 3078, total_bedrooms: 494 }",1005,462,6.381,NEAR BAY,342200
-122.26,37.89,52,"{total_rooms: 3706, total_bedrooms: 531 }",1205,504,6.6828,NEAR BAY,370900
-122.25,37.89,37,"{total_rooms: 3000, total_bedrooms: 457 }",987,450,7.5385,NEAR BAY,350000
-122.25,37.89,42,"{total_rooms: 2863, total_bedrooms: 460 }",1031,448,6.7138,NEAR BAY,368600
-122.26,37.88,52,"{total_rooms: 2551, total_bedrooms: 417 }",894,404,6.2425,NEAR BAY,391800
-122.26,37.88,52,"{total_rooms: 2255, total_bedrooms: 410 }",823,377,5.7979,NEAR BAY,415300
-122.27,37.88,52,"{total_rooms: 3360, total_bedrooms: 648 }",1232,621,4.2813,NEAR BAY,284900
-122.27,37.88,52,"{total_rooms: 1693, total_bedrooms: 391 }",669,367,3.5417,NEAR BAY,287500
-122.27,37.88,44,"{total_rooms: 2252, total_bedrooms: 592 }",989,550,3.0132,NEAR BAY,272900
-122.28,37.88,52,"{total_rooms: 2495, total_bedrooms: 491 }",1058,464,4.1429,NEAR BAY,259600
-122.28,37.88,52,"{total_rooms: 1193, total_bedrooms: 200 }",506,207,4.1912,NEAR BAY,254500
-122.28,37.88,52,"{total_rooms: 1172, total_bedrooms: 215 }",489,218,3.9167,NEAR BAY,235600
-122.29,37.88,52,"{total_rooms: 2159, total_bedrooms: 424 }",824,388,3.8897,NEAR BAY,218400
-122.29,37.88,48,"{total_rooms: 2365, total_bedrooms: 490 }",1034,475,3.1065,NEAR BAY,229200
-122.29,37.88,46,"{total_rooms: 1895, total_bedrooms: 442 }",920,425,2.9926,NEAR BAY,192100
-122.29,37.88,52,"{total_rooms: 1650, total_bedrooms: 395 }",841,380,3.556,NEAR BAY,179300
-122.3,37.88,45,"{total_rooms: 453, total_bedrooms: 146 }",749,137,1.475,NEAR BAY,187500
-122.3,37.88,52,"{total_rooms: 409, total_bedrooms: 97 }",208,98,1.6971,NEAR BAY,138800
-122.3,37.87,10,"{total_rooms: 503, total_bedrooms: 118 }",228,100,2.1705,NEAR BAY,150000
-122.3,37.86,50,"{total_rooms: 499, total_bedrooms: 127 }",287,128,2.75,NEAR BAY,140600
-122.29,37.85,52,"{total_rooms: 477, total_bedrooms: 119 }",218,106,2.5682,NEAR BAY,120000
-122.3,37.88,46,"{total_rooms: 1647, total_bedrooms: 376 }",854,355,2.9,NEAR BAY,144800
-122.3,37.87,52,"{total_rooms: 3123, total_bedrooms: 749 }",1695,684,2.2208,NEAR BAY,144800
-122.28,37.88,52,"{total_rooms: 957, total_bedrooms: 188 }",403,172,3.2344,NEAR BAY,245500
-122.28,37.87,52,"{total_rooms: 589, total_bedrooms: 132 }",288,131,3.5156,NEAR BAY,200000
-122.28,37.87,49,"{total_rooms: 2026, total_bedrooms: 548 }",963,521,1.9805,NEAR BAY,173700
-122.29,37.87,50,"{total_rooms: 1829, total_bedrooms: 536 }",1129,516,2.6684,NEAR BAY,185600
-122.29,37.87,52,"{total_rooms: 895, total_bedrooms: 198 }",386,204,3.875,NEAR BAY,182600
-122.28,37.88,52,"{total_rooms: 1909, total_bedrooms: 416 }",811,406,3.006,NEAR BAY,227900
-122.28,37.87,46,"{total_rooms: 3022, total_bedrooms: 696 }",1293,675,2.543,NEAR BAY,220700
-122.28,37.87,46,"{total_rooms: 1777, total_bedrooms: 446 }",805,431,2.8676,NEAR BAY,212000
-122.27,37.88,52,"{total_rooms: 2803, total_bedrooms: 930 }",1372,876,2.1907,NEAR BAY,271400
-122.27,37.87,30,"{total_rooms: 1465, total_bedrooms: 439 }",862,425,1.7778,NEAR BAY,268800
-122.27,37.88,37,"{total_rooms: 2619, total_bedrooms: 682 }",1152,616,2.52,NEAR BAY,277800
-122.26,37.88,52,"{total_rooms: 1149, total_bedrooms: 255 }",483,249,4.2788,NEAR BAY,332500
-122.26,37.88,52,"{total_rooms: 2363, total_bedrooms: 604 }",1558,573,2.944,NEAR BAY,338900
-122.26,37.88,52,"{total_rooms: 2604, total_bedrooms: 837 }",1798,769,1.725,NEAR BAY,287500
-122.25,37.87,41,"{total_rooms: 685, total_bedrooms: 141 }",266,123,5.2289,NEAR BAY,384600
-122.25,37.87,42,"{total_rooms: 1756, total_bedrooms: 465 }",2184,422,2.5562,NEAR BAY,371400
-122.25,37.87,52,"{total_rooms: 1204, total_bedrooms: 460 }",2016,477,0.949,NEAR BAY,350000
-122.25,37.87,52,"{total_rooms: 609, total_bedrooms: 236 }",1349,250,1.1696,NEAR BAY,500001
-122.26,37.87,52,"{total_rooms: 1087, total_bedrooms: 371 }",3337,350,1.4012,NEAR BAY,175000
-122.26,37.87,52,"{total_rooms: 2773, total_bedrooms: 998 }",1721,949,1.1859,NEAR BAY,241700
-122.27,37.87,35,"{total_rooms: 3218, total_bedrooms: 1108 }",1675,1000,1.7464,NEAR BAY,216700
-122.27,37.87,49,"{total_rooms: 1350, total_bedrooms: 368 }",707,350,2.8846,NEAR BAY,211300
-122.27,37.87,52,"{total_rooms: 3084, total_bedrooms: 698 }",1424,694,2.7372,NEAR BAY,210200
-122.28,37.86,52,"{total_rooms: 938, total_bedrooms: 195 }",393,189,3.8594,NEAR BAY,196400
-122.28,37.87,52,"{total_rooms: 1813, total_bedrooms: 353 }",828,339,3.5625,NEAR BAY,191700
-122.28,37.87,52,"{total_rooms: 1233, total_bedrooms: 300 }",571,292,2.2788,NEAR BAY,182300
-122.29,37.87,44,"{total_rooms: 2539, total_bedrooms: 755 }",1382,713,2.537,NEAR BAY,175000
-122.29,37.87,46,"{total_rooms: 1267, total_bedrooms: 324 }",792,321,2.525,NEAR BAY,165900
-122.29,37.86,52,"{total_rooms: 1665, total_bedrooms: 404 }",815,372,1.9946,NEAR BAY,156900
-122.28,37.86,52,"{total_rooms: 1659, total_bedrooms: 367 }",788,346,2.8214,NEAR BAY,164300
-122.29,37.87,52,"{total_rooms: 2225, total_bedrooms: 460 }",1145,430,2.6165,NEAR BAY,150000
-122.29,37.86,50,"{total_rooms: 2485, total_bedrooms: 607 }",1354,563,1.9483,NEAR BAY,150500
-122.28,37.86,52,"{total_rooms: 2031, total_bedrooms: 450 }",958,445,1.9327,NEAR BAY,169900
-122.28,37.86,49,"{total_rooms: 2932, total_bedrooms: 668 }",1361,608,1.9798,NEAR BAY,147400
-122.28,37.85,52,"{total_rooms: 2246, total_bedrooms: 472 }",1005,449,2.4167,NEAR BAY,152700
-122.27,37.86,49,"{total_rooms: 2052, total_bedrooms: 435 }",924,414,2.5417,NEAR BAY,182700
-122.28,37.86,52,"{total_rooms: 1999, total_bedrooms: 417 }",780,358,3.3906,NEAR BAY,179300
-122.28,37.86,52,"{total_rooms: 3007, total_bedrooms: 691 }",1582,636,2.5652,NEAR BAY,157700
-122.28,37.86,41,"{total_rooms: 2214, total_bedrooms: 550 }",1213,568,2.2845,NEAR BAY,153100
-122.27,37.86,52,"{total_rooms: 1088, total_bedrooms: 305 }",486,267,2.6071,NEAR BAY,250000
-122.27,37.86,52,"{total_rooms: 834, total_bedrooms: 186 }",494,175,3.15,NEAR BAY,206300
-122.27,37.86,52,"{total_rooms: 1769, total_bedrooms: 372 }",849,365,2.6914,NEAR BAY,218800
-122.27,37.86,52,"{total_rooms: 2307, total_bedrooms: 583 }",1127,548,1.8447,NEAR BAY,198200
-122.26,37.86,35,"{total_rooms: 5161, total_bedrooms: 1744 }",3276,1742,1.6307,NEAR BAY,253600
-122.26,37.86,52,"{total_rooms: 3497, total_bedrooms: 832 }",1493,794,2.9044,NEAR BAY,257400
-122.26,37.86,52,"{total_rooms: 3774, total_bedrooms: 744 }",1461,679,2.9405,NEAR BAY,289500
-122.26,37.86,52,"{total_rooms: 2888, total_bedrooms: 604 }",1253,538,3.3893,NEAR BAY,241700
-122.25,37.86,48,"{total_rooms: 2153, total_bedrooms: 517 }",1656,459,3.0417,NEAR BAY,489600
-122.25,37.86,52,"{total_rooms: 1389, total_bedrooms: 191 }",514,202,7.0897,NEAR BAY,446200
